doc_id,doi,title,reaction_system,raw_reaction_system,confidence,rationale,evidence_terms,status
doc_1062,,10.1038/s41560-024-01574-y,unknown,unknown,0.12,"Only a DOI-like title was provided with no abstract or conclusion content. There is insufficient information to determine whether the paper focuses on CO2RR, CORR, another electrochemical reaction, or is non-reaction/theory/materials work.","['DOI only', 'no abstract', 'no conclusion', 'insufficient information']",ok
doc_1063,,10.1038/s41560-024-01577-9,CO2RR,CO2RR,0.92,"Both the abstract and conclusion repeatedly describe CO2 electrolysis / CO2 conversion and CO2R catalysts (e.g., conversion of CO2 to multi-carbon products, CO2 electrolysis in presence of flue gas SO2, and investigation of SO contamination of CO2R catalysts). The work focuses on enabling CO2 electroreduction at high current density and stability; there is no indication that CO electroreduction (CORR) or another electrochemical reaction is the main subject.","['CO2 electrolysis', 'CO2 conversion', 'CO2R', 'flue gas', 'multi-carbon products', 'SO contamination of CO2R catalysts', 'faradaic efficiency toward multi-carbon products']",ok
doc_1065,,10.1038/s41560-025-01833-6,CORR,CORR,0.92,"The abstract repeatedly discusses 'electrolysis of carbon monoxide' and 'carbon monoxide electrolysis', including details about gas-diffusion electrodes supplying humidified carbon monoxide and membrane/separator configurations for CO electrolysis. This clearly identifies CO electroreduction/CO electrolysis as the paper's primary reaction system, not CO2 reduction.","['electrolysis of carbon monoxide', 'carbon monoxide electrolysis', 'humidified carbon monoxide', 'gas-diffusion electrode', 'CO electrolysis']",ok
doc_1066,,10.1038/s41560-025-01846-1,CORR,CORR,0.92,"The abstract and conclusion repeatedly describe CO reduction (COR) as the central electrochemical process: the work targets COR electrolyser performance (lowering COR voltage, increasing energy efficiency to 51% for C2 products), reports a CO single-pass conversion of 97% and high C2H4 concentration, and the conclusion states the approach accelerates COR and advances CO conversion toward industrial application.","['CO reduction (COR)', 'COR electrolyser', 'lowers COR voltage', 'CO single-pass conversion of 97%', 'C2H4 concentration of 87 wt%', 'accelerates COR', 'Electrochemical CO2 reduction ... followed by CO reduction (COR)']",ok
doc_1067,,10.1038/s41560-025-01883-w,CO2RR,CO2RR,0.95,"The title/abstract/conclusion repeatedly describe electrochemical reduction of carbon dioxide to methane (CO2-to-CH4), mention the CO2 electroreduction reaction and 'CO2RR', report CH4 Faradaic efficiencies and CO2-to-methane conversion over long-duration operation—the paper is focused on CO2 electroreduction.","['carbon dioxide electroreduction', 'CO2 electroreduction', 'CO2-to-methane', 'CO2RR', 'CH4 production', 'Faradaic efficiency', 'MEA cell', '500-hour operation']",ok
doc_1068,,10.1038/s41563-018-0033-5,CO2RR,CO2RR,0.89,"The abstract repeatedly discusses photochemical and electrocatalytic carbon dioxide reduction and designing CO2 reduction catalysts (mentions CO2 reduction, carbon dioxide reduction to value-added products, CO2 reduction catalysts). The focus is on reticular chemistry for photo- and electrocatalytic CO2 reduction, so CO2 electroreduction is the central reaction system.","['CO photo- or electroreduction', 'carbon dioxide reduction', 'CO2 reduction catalysts', 'photo- and electrocatalytic carbon dioxide reduction', 'CO2 reduction to value-added carbon products']",ok
doc_1069,,10.1038/s41563-019-0445-x,CO2RR,CO2RR,0.88,"The abstract and conclusion repeatedly describe electrocatalytic reduction of CO2 to multicarbon products (ethylene, ethanol), Faradaic efficiencies for ethylene/ethanol, and discuss increasing local CO2 concentration and CO2 reduction selectivity. Although CO is mentioned in context, the paper’s main focus is CO2 electroreduction on Cu.","['CO2 reduction', 'CO2', 'ethylene', 'ethanol', 'Faradaic efficiency', 'aqueous CO electrolysis (context)', 'CO2 reduction selectivity']",ok
doc_1070,,10.1038/s41563-020-0610-2,CO2RR,CO2RR,0.95,"The abstract and conclusion repeatedly and explicitly discuss the electrocatalytic carbon dioxide reduction reaction (CO2RR), molecular strategies to enhance heterogeneous CO2RR catalysts, and conversion of CO2 into products (CO, formate, methane, ethylene). The paper is a perspective on CO2 electrocatalysis and improving CO2RR selectivity and stability.","['electrocatalytic carbon dioxide reduction reaction', 'CO2RR', 'electrochemical carbon dioxide (CO2) reduction', 'CO2 to fuels and chemical feedstocks', 'CO2RR intermediates', 'molecularly enhanced heterogeneous CO2RR catalysts']",ok
doc_1071,,10.1038/s41563-020-0717-5,other_reaction,other_reaction,0.92,"The title/abstract/conclusion consistently describe the electroreduction of molecular oxygen at fuel cell cathodes and focus on the oxygen reduction reaction (ORR) in PEM fuel cells (hydrogen–air fuel cell performance). The work compares SnNC catalysts to FeNC for ORR activity and selectivity, so the central electrochemical reaction is ORR, not CO2RR or CORR.","['electroreduction of molecular oxygen', 'oxygen reduction reaction', 'ORR', 'fuel cell cathodes', 'proton-exchange membrane fuel cell (PEMFC)', 'hydrogen–air fuel cell', 'four-electron reduction pathway']",ok
doc_1072,,10.1038/s41563-021-00958-9,CO2RR,CO2RR,0.92,"The abstract explicitly focuses on electrocatalytic carbon dioxide (CO2) electroreduction on Au electrodes and investigates how bulk defects affect CO2 electroreduction activity. Hydrogen evolution is mentioned as a concurrent activity, but CO2 electroreduction is clearly the central reaction system studied.","['carbon dioxide (CO2) electroreduction', 'CO2 electroreduction', 'electrocatalytic', 'C O 2', 'Au electrodes', 'hydrogen (H2) evolution (mentioned as secondary)']",ok
doc_1073,,10.1038/s41563-022-01380-5,other_reaction,other_reaction,0.86,The abstract focuses on acidic oxygen evolution reaction (OER) catalysts for PEM water electrolysis (water-splitting to produce H2) and evaluates Ni-stabilized RuO2 as an anode electrocatalyst. This is clearly about OER/water electrolysis rather than CO2 or CO electroreduction.,"['oxygen evolution reaction', 'OER', 'PEM water electrolysis', 'water electrolysis', 'water-splitting', 'anode electrocatalyst', 'H2', 'Ni-RuO2', 'RuO2']",ok
doc_1074,,10.1038/s41563-024-01819-x,CO2RR,CO2RR,0.93,The abstract explicitly states the work addresses “CO2 electroreduction” and discusses copper electrocatalysts stabilized for carbon dioxide electroreduction. The focus is on catalysts for CO2 reduction rather than CO electroreduction or other reactions.,"['CO2 electroreduction', 'carbon dioxide electroreduction', 'electrocatalysts', 'copper nanocrystals', 'Cu2+', 'alumina shell', 'stabilization against structural reconstruction during CO2 electroreduction']",ok
doc_1076,,10.1038/s41565-019-0551-6,both,both,0.9,"The abstract and conclusion explicitly describe mechanistic studies of CO2 electroreduction (CO2RR) under CO/CO2 co-feed conditions and also report experiments with pure CO feeds and CO electroreduction pathways. Both CO2RR and CO reduction (CORR) are central to the work (cross-coupling CO2–CO, co-fed CO, pure CO feeds, tandem catalysts producing C2H4).","['CO2RR', 'CO/CO2 co-feed', 'co-fed CO', 'pure CO feeds', 'electroreduction of mixed CO/CO feeds', 'CO capillary cell', 'cross-coupling CO2–CO pathway', 'C2H4 (ethylene) production']",ok
doc_1077,,10.1038/s41565-019-0575-y,both,both,0.9,"The abstract explicitly describes ethylene production on Cu-based nanocatalysts under CO2/CO co-feeds, mechanistic studies using isotope labelling under co-fed conditions, and the design of a multi-component CO2RR electrocatalyst. Both CO2 electroreduction and CO (co-feed) electroreduction are central to the reported study and mechanistic conclusions.","['CO2/CO co-feeds', 'ethylene production', 'CO2RR electrocatalyst', 'co-feed with both carbon monoxide and carbon dioxide', 'isotope labelling experiments']",ok
doc_1078,,10.1038/s41565-019-0603-y,unknown,unknown,0.25,The provided entry contains only the DOI as the title and author/affiliation metadata; there is no abstract text or conclusion describing the chemical or electrochemical reaction studied. Therefore the reaction system cannot be determined from the supplied information.,"['title is only DOI', 'no abstract content (only authors/affiliations)', 'conclusion missing']",ok
doc_1079,,10.1038/s41565-020-00823-x,unknown,unknown,0.12,"Only a DOI string was provided as the title; abstract and conclusion are empty. There is insufficient information to determine whether the paper focuses on CO2 electroreduction, CO electroreduction, another electrochemical reaction, or is non-reaction-focused.",[],ok
doc_1080,,10.1038/s41565-021-00974-5,CORR,CORR,0.92,"The abstract and conclusion describe an electrocatalyst that exclusively converts CO (carbon monoxide) into formate/formic acid and explicitly discuss diverting the CORR pathway (HCOO* vs COOH*). Although CO2RR is mentioned for context, the main reaction studied is electroreduction of CO to formate.","['convert CO into formate', 'convert CO into formate with high activity', 'divert the CORR towards a HCOO* path', 'continuous production of a pure formic acid solution', 'CO RR']",ok
doc_1081,,10.1038/s41565-021-01051-7,non_reaction,non_reaction,0.92,"The paper is a materials review of photoluminescent carbon nanoparticles (carbon dots), focusing on synthesis, surface functionalization, structure–property relationships and applications. The abstract discusses fluorescence, pre- and postsynthetic approaches, and nanomaterial properties, with no mention of CO2 or CO electroreduction or any electrochemical reaction system.","['carbon dots', 'photoluminescent', 'fluorescence', 'synthesis', 'postfunctionalization', 'nanoparticles', 'thermal decomposition', 'surface passivation']",ok
doc_1082,,10.1038/s41565-022-01286-y,both,both,0.94,"The work explicitly investigates CO/CO2 co-electrolysis in an alkaline MEA electrolyser and studies the effect of varying CO pressure on product selectivity (ethylene vs acetate). Both CO2 electrolysis and CO electrolysis (co-feed) are central to the experiments and conclusions, so both reaction systems are critical to the paper.","['CO/CO2 co-electrolysis', 'CO2 electrolysis', 'CO pressure', 'CuO nanosheets', 'alkaline MEA electrolyser', 'ethylene', 'acetate', 'C2+ products', 'Faradaic efficiency', 'partial current density']",ok
doc_1083,,10.1038/s41565-022-01303-0,both,both,0.9,"The abstract focuses on electrocatalytic CO recycling and explicitly discusses CO2/CO co-feed conditions, tandem catalysts to promote C–C coupling, and formation of C2+ products (e.g., ethylene) from both CO and CO2 sources. Both CO2 electroreduction and CO electroreduction are central to the reported mechanistic study (cross-coupling between CO and CO2-derived intermediates).","['electrocatalytic CO recycling', 'CO2/CO co-feed', 'cross-coupling pathway', 'C2+ products', 'ethylene production', 'tandem catalysts', 'contribution of CO (from CO) and CO2 sources']",ok
doc_1084,,10.1038/s41565-023-01543-8,CO2RR,CO2RR,0.92,"The abstract and conclusion repeatedly describe the electrochemical reduction of CO2 in acidic conditions, decoupling CO2-to-CO and CO-to-C2+ steps, and report C2+ and C2H4 Faradaic efficiencies and single-pass carbon efficiency for an acidic CO2RR tandem system. While CORR is discussed as part of broader cascade concepts, the paper's central experimental system and goals target CO2 electroreduction (CO2RR).","['electrochemical reduction of CO2', 'acidic CO2RR', 'CO2-to-CO', 'CO-to-C2+', 'C2+ Faradaic efficiency', 'C2H4 FE', 'single-pass carbon efficiency (SPCE)', 'tandem acidic CO2RR system']",ok
doc_1085,,10.1038/s41565-025-01892-6,CORR,CORR,0.9,"The abstract and conclusion explicitly describe and focus on the electrochemical CO reduction reaction (CORR), CO-to-acetate conversion, CO-to-acetate current densities, acetate Faradaic efficiencies, and MEA stability for CO electroreduction. The work centers on designing catalysts for CORR and reports metrics and durability for CO electrolysis to acetate.","['electrochemical CO reduction reaction (CORR)', 'CO-to-acetate', 'CORR catalysts', 'CO-to-acetate current density', 'acetate Faraday efficiency', 'catalyse CO to acetate', 'CO electroreduction']",ok
doc_1086,,10.1038/s41565-025-01916-1,CO2RR,CO2RR,0.95,"The title/abstract and conclusion repeatedly and explicitly describe membrane-electrode assembly (MEA)-based CO2 electrolysis and evaluation of catalyst degradation during CO2 electrolysis (e.g., pulsed AST method for CO2 electrolysis, CO2 electrolysers). The work focuses on Au and Ag catalysts in CO2 electrolysis devices, so the central reaction system is carbon dioxide electroreduction (CO2RR).","['CO2 electrolysis', 'CO2 electrolysers', 'CO2 electrolysis to produce value-added chemicals', 'pulsed-electrochemistry-driven AST method for CO2 electrolysis', 'MEA-based CO2 electrolysis', 'catalyst durability during CO2 electrolysis']",ok
doc_1087,,10.1038/s41565-025-02059-z,both,both,0.85,"The abstract explicitly frames the work as enabling CO2 reduction reaction (CO2RR) to methanol in acidic media, while the conclusion specifically states electrochemical CO-to-CH3OH conversion. The paper repeatedly discusses CO availability, *CO/*CHO intermediates, and methanol production, indicating both CO2RR and CO reduction (CORR) are central to the study.","['CO2 reduction reaction', 'CO2RR', 'electrochemical CO-to-CH3OH conversion', 'CO availability', '*CO and *CHO intermediates', 'methanol partial current density', 'cobalt phthalocyanine (CoPc) molecular catalysts']",ok
doc_1088,,10.1038/s41570-017-0105,CO2RR,CO2RR,0.81,"The abstract explicitly focuses on low-dimensional materials for electrocatalytic and photocatalytic hydrogen evolution and CO2 conversion, and discusses CO2 reduction mechanisms and optimization. CO2 electroreduction (CO2RR) is therefore a central reaction system in the paper.","['CO2 conversion', 'CO2 reduction', 'carbon dioxide reduction', 'electrocatalysis', 'photocatalysis', 'hydrogen evolution']",ok
doc_1091,,10.1038/s41586-019-1681-6,non_reaction,non_reaction,0.86,"The abstract is a broad review of carbon dioxide utilization pathways (chemicals, fuels, microalgae, construction materials, land-based pathways, CCS) and discusses scaling and implementation barriers. It does not focus on electrochemical CO2 reduction (CO2RR) or CO electroreduction (CORR) as the central reaction system, so the paper is not about a specific electrochemical reaction.","['carbon dioxide utilization', 'chemicals', 'fuels', 'microalgae', 'construction materials', 'land-based pathways', 'carbon capture and storage', 'scaling to 0.5 gigatonnes']",ok
doc_1092,,10.1038/s41586-019-1760-8,CO2RR,CO2RR,0.95,"The abstract explicitly describes electrochemical carbon dioxide (CO2) reduction to methanol (six-electron reduction of CO2 to methanol) as the studied catalytic reaction system, including activity, selectivity, Faradaic efficiency, and current density. CO appears only as an intermediate, not the primary feedstock.","['electrochemical carbon dioxide (CO2) reduction', 'convert CO2 to methanol', 'six-electron reduction of CO2 to methanol', 'Faradaic efficiency', 'partial current density', 'CO as an intermediate']",ok
doc_1094,,10.1038/s41586-021-03629-6,non_reaction,non_reaction,0.91,"The paper discusses Amazonia’s carbon budget, atmospheric measurements of carbon dioxide and carbon monoxide, deforestation, fires and ecosystem carbon fluxes. It is an Earth-system/atmospheric study, not an electrochemical reaction study (no mention of CO2 or CO electroreduction or electrolysis).","['carbon dioxide', 'carbon monoxide', 'carbon sink', 'carbon emissions', 'fires', 'deforestation', 'aircraft vertical profiling', 'Amazonia']",ok
doc_1095,,10.1038/s41586-022-04874-z,CO2RR,CO2RR,0.92,"The abstract and conclusion repeatedly describe electrochemical reduction of CO2 to formic acid (HCOOH) and study of a Mn CO2 electroreduction catalyst, focusing on shifting selectivity from CO to HCOOH via metal-hydride (Mn-H) formation. This clearly identifies CO2RR as the central reaction.","['CO2 electroreduction', 'HCOOH', 'formic acid', '[Mn(bpy)(CO)3Br]', 'Mn-H', 'reversal of product selectivity from CO to HCOOH', 'prevents H2 evolution']",ok
doc_1096,,10.1038/s41586-022-05540-0,unknown,unknown,0.25,"Only a DOI string was provided as the title and no abstract or conclusion text was included, so there is insufficient information to determine the paper's main electrochemical reaction system.","['DOI only', 'no abstract provided', 'no conclusion provided']",ok
doc_1097,,10.1038/s41586-022-05667-0,CO2RR,CO2RR,0.9,"The abstract describes an electrochemical method for direct C–H carboxylation of pyridines using CO2, achieved by electrolysis (paired electrolysis, cathodic and anodic events) to incorporate CO2 into substrates. This identifies CO2 electroreduction/carboxylation as the central reaction.","['electrochemical strategy', 'direct carboxylation', 'using CO2', 'electrolysis', 'paired-electrolysis', 'cathodic and anodic events']",ok
doc_1098,,10.1038/s41586-023-05886-z,other_reaction,other_reaction,0.9,"The abstract focuses on the chlor-alkali process and the chlorine evolution reaction (Cl2 generation) using an organocatalyst. It describes electrolysis of sodium chloride solutions, chlorine evolution reaction performance, and Cl generation; the paper does not treat CO2 or CO electroreduction as the main reaction system.","['chlor-alkali process', 'chlorine evolution reaction', 'electrolysis of sodium chloride solutions', 'Cl generation', 'Cl− batteries', 'selectivity of 99.6% at an overpotential of 89 mV']",ok
doc_1099,,10.1038/s41586-023-05918-8,CORR,CORR,0.95,"The abstract explicitly reports selective electrosynthesis of acetate from CO, describes materials and conditions for CO electroreduction (high CO coverage, 10 atm), and frames the work around carbon monoxide electroreduction; thus the central reaction system is CORR.","['acetate electrosynthesis from CO', 'high CO coverage', 'carbon monoxide electroreduction', 'Cu-in-Ag dilute alloy', '10 atm pressure', 'carbon dioxide and carbon monoxide electroreduction']",ok
doc_1100,,10.1038/s41586-023-06917-5,CO2RR,CO2RR,0.9,"The abstract explicitly describes electrolysis that reduces CO2 to formic acid, discusses CO2 electrolysis in acid electrolyte, and repeatedly refers to CO2 reduction and CO2 electrolysis metrics (Faradaic efficiency, single-pass conversion). The central reaction system is carbon dioxide electroreduction to formic acid.","['reduces carbon dioxide to formic acid', 'CO2 electrolysis', 'CO2 reduction', 'proton-exchange membrane', 'Faradaic efficiency', 'single-pass conversion']",ok
doc_1101,,10.1038/s41586-024-07479-w,CORR,CORR,0.93,"The abstract explicitly states the work images 'copper (Cu)-catalysed CO electroreduction reactions (CO ERs)', and the conclusion discusses selectivity for C2H4 (a common CORR product). The focus is on CO electroreduction at electrified solid–liquid interfaces rather than CO2 reduction or other electrochemical reactions.","['copper (Cu)-catalysed CO electroreduction', 'CO ERs', 'selectivity for C2H4', 'C2H4 formation', 'electrocatalytic reactions on Cu during CO electroreduction']",ok
doc_1102,,10.1038/s41586-025-08978-0,CO2RR,CO2RR,0.93,"The abstract and conclusion explicitly describe high-temperature CO2 electroreduction and CO2-to-CO conversion (e.g., 'high-temperature CO2–to-CO conversion', 'CO2 electroreduction', 'CO2 adsorption'), and report CO selectivity and single-pass yield for CO production. Thus the central reaction system is CO2 reduction to CO.","['CO2 electroreduction', 'CO2–to-CO conversion', 'CO2 adsorption', 'CO selectivity', 'high-temperature CO electroreduction', 'CO2']",ok
doc_1104,,10.1038/s41893-020-0486-9,non_reaction,non_reaction,0.85,"The title/abstract/conclusion describe CO2 mineralization via accelerated carbonation of alkaline solid wastes and estimating global CO2 mitigation potential. This is a carbon capture/mineralization and utilization study, not an electrochemical CO2 or CO reduction reaction system.","['CO2 mineralization', 'accelerated carbonation', 'alkaline solid wastes', 'CO2 fixation', 'carbonated product utilization', 'global CO2 mitigation potential']",ok
doc_1105,,10.1038/s41893-021-00705-7,CO2RR,CO2RR,0.92,"The abstract explicitly describes an electrochemical reaction that converts carbon dioxide (CO2) and nitrate to methylamine, repeatedly referring to CO2 reduction and intermediates (formaldehyde) originating from CO2. The main electrochemical carbon transformation is CO2 electroreduction rather than CO electroreduction or other reactions.","['electrochemical reduction of carbon dioxide', 'converts carbon dioxide and nitrate to methylamine', 'carbon dioxide reduction', 'formaldehyde from carbon dioxide reduction', 'electrosynthesis from carbon dioxide (CO2)']",ok
doc_1106,,10.1038/s41893-021-00739-x,CO2RR,CO2RR,0.9,"The abstract repeatedly frames the work as an assessment of low-temperature CO2 electrolysis (CO2 utilization) for producing CO, formic acid, ethylene and ethanol (C1 and C2 products). This identifies carbon dioxide electroreduction / CO2 electrolysis as the paper's primary reaction system.","['low-temperature CO2 electrolysis', 'CO2 utilization', 'carbon monoxide, formic acid, ethylene and ethanol', 'C1 and C2 products', 'techno-economic assessment of CO2 electrolysis']",ok
doc_1107,,10.1038/s41893-022-00879-8,CO2RR,CO2RR,0.9,"The abstract repeatedly discusses CO2 conversion and CO2 electroreduction (CO2R) approaches (e.g., CO2 regeneration from carbonate, CO2R in acidic media, cascade CO2R–COR, CO2R direct from capture liquid). The stated goal is ensuring CO2R is viable and scalable, indicating CO2 electroreduction is the primary focus, though CO electroreduction appears as a related pathway within cascade systems.","['electroreduction of CO', 'CO2R', 'CO2 conversion', 'CO2 regeneration from carbonate', 'CO2R in acidic media', 'cascade CO2R-COR', 'CO2R direct from a capture liquid']",ok
doc_1108,,10.1038/s41893-022-00993-7,other_reaction,other_reaction,0.93,"The abstract explicitly describes electrocatalytic nitrogen reduction reaction (NRR) to produce ammonia using Fe–Co single-atom catalysts, reports ammonia yield and Faradaic efficiency, and frames the work as an alternative to the Haber–Bosch process. This is nitrogen reduction, not CO2 or CO electroreduction.","['nitrogen reduction reaction', 'NRR', 'ammonia yield', 'Faradaic efficiency', 'Haber–Bosch', 'electrocatalytic NRR', 'Fe–Co single-atom electrocatalysts']",ok
doc_1109,,10.1038/s41893-022-01034-z,unknown,unknown,0.12,"No usable information provided: title field contains only a DOI and both abstract and conclusion are empty. Cannot determine whether the paper focuses on CO2RR, CORR, another electrochemical reaction, or is non-reactive.","['Title contains only DOI: 10.1038/s41893-022-01034-z', 'Abstract: (empty)', 'Conclusion: (empty)']",ok
doc_1111,,10.1038/s41893-024-01363-1,unknown,unknown,0.2,Title is only a DOI and the abstract contains only publisher boilerplate; no scientific content or conclusion provided to identify the reaction system. Insufficient information to classify.,"['Title is a DOI only', 'Abstract is publisher acceptance boilerplate', 'No conclusion or scientific content available']",ok
doc_1112,,10.1038/s41929-017-0005-1,CO2RR,CO2RR,0.9,"The abstract describes electrochemical conversion of CO2 (and H2O) to CO/syngas using a CO2-to-CO electrolyser (referred to as a CO electrolyser), demonstrates high current densities and long-term operation, and emphasizes Faradaic efficiency for converting photovoltaic electricity + CO2 + H2O to alcohols via downstream fermentation. The central electrochemical reaction system is CO2 electroreduction to CO/syngas (CO2RR).","['CO2 electrolyser', 'CO electrolyser', 'electrochemical reduction of CO2', 'conversion of photovoltaic electricity, CO2 and H2O', 'syngas', 'Faradaic efficiency']",ok
doc_1113,,10.1038/s41929-017-0009-x,unknown,unknown,0.3,"The provided title is only a DOI and the abstract contains only author affiliations and contact info; no information about the paper's chemical or electrochemical reaction system is present. Conclusion is empty, so the reaction system cannot be determined from the supplied text.","['abstract contains only affiliations and author notes', 'no description of chemical reactions or electrochemical systems', 'conclusion text missing']",ok
doc_1114,,10.1038/s41929-017-0016-y,other_reaction,other_reaction,0.86,"The abstract describes structure sensitivity of silica-supported Ni nanoclusters and their effect on CO2 hydrogenation/methanation (conversion of H2 and CO into methane) over Ni. This is a thermocatalytic CO2 hydrogenation (methanation) study, not an electrochemical CO2 or CO reduction paper, so it does not fit the CO2RR/CORR labels.","['CO2 hydrogenation over Ni', 'reduction of CO2 emissions', 'conversion of renewably produced hydrogen and CO into methane', 'synthetic natural gas over Ni', 'silica-supported Ni nanoclusters']",ok
doc_1115,,10.1038/s41929-017-0018-9,unknown,unknown,0.25,"The provided title is only a DOI and the abstract contains only author affiliations and contact details; no information about the reaction system or topics (CO2, CO, electroreduction, HER, ORR, etc.) is present. Therefore the reaction system cannot be determined from the supplied text.","['title contains only DOI', 'abstract contains only author affiliations', 'no mention of CO2, CO, electroreduction, HER, ORR, OER, or other reactions']",ok
doc_1116,,10.1038/s41929-018-0084-7,unknown,unknown,0.85,"Provided content contains only author and affiliation information (and a DOI) with no title, abstract text, or conclusion describing the chemistry or electrochemical reactions studied. Cannot determine whether the paper focuses on CO2RR, CORR, another electrochemical reaction, or is non-reaction/theory without substantive content.","['Only author list and affiliations present', 'No abstract text describing methods/results', 'No conclusion provided', 'No reaction keywords (CO2, CO, electroreduction, HER, OER, etc.)']",ok
doc_1117,,10.1038/s41929-018-0108-3,CO2RR,CO2RR,0.95,"The title/abstract/conclusion repeatedly describe electrocatalytic carbon dioxide reduction to CO (CO2RR): high CO production Faradaic efficiency (92%), discussion of CO2 delivery/flux, local pH enhancing CO2 reduction, and explicit references to the 'CO2 reduction reaction (CO2RR)' and 'artificial alveolus structure for the CO2RR.' This clearly identifies CO2 electroreduction as the paper's central reaction.","['electrochemical CO reduction', 'CO production Faradaic efficiency 92%', 'electrochemical carbon dioxide reduction reaction (CO2RR)', 'CO2 delivery with high flux', 'enhances the electrocatalytic reduction of CO2', 'artificial alveolus structure for the CO2RR']",ok
doc_1118,,10.1038/s41929-018-0133-2,unknown,unknown,0.2,Only a DOI string was provided as the title; abstract and conclusion are missing. There is insufficient information to determine the paper's main electrochemical reaction system.,"['DOI only', 'no title text', 'no abstract', 'no conclusion']",ok
doc_1119,,10.1038/s41929-018-0139-9,unknown,unknown,0.1,The provided inputs contain only a DOI as the title and author affiliations; the abstract contains no description of the study and the conclusion is missing. There is no information about any electrochemical reaction or system to classify.,"['title is DOI only', 'abstract contains only author affiliations', 'no scientific content provided', 'conclusion missing']",ok
doc_1120,,10.1038/s41929-018-0140-3,other_reaction,other_reaction,0.85,"The paper describes catalytic hydrogenation (thermal catalysis) of CO2 with H2 to form formic acid using a copper hydride/Lewis-pair system. This is a CO2 hydrogenation reaction (not electrochemical CO2 or CO reduction), so it is not CO2RR or CORR but a different reaction type.","['reduction of CO2 into formic acid', 'catalytic reduction of CO2 with H2', 'catalytic hydrogenation of CO2 with H2', 'stable copper hydride activates CO2', 'Lewis pair heterolytically splits H2']",ok
doc_1121,,10.1038/s41929-018-0142-1,CO2RR,CO2RR,0.85,"The abstract and conclusion explicitly state the work screens electrocatalysts for the electrochemical reduction of CO2 (and repeatedly refer to CO/CO2 reduction activity). Although hydrogen evolution (HER) is also screened, the paper clearly targets CO2/CO reduction as a primary reaction system alongside H2 evolution; CO2 reduction is explicitly described as a central application of the automated screening framework.","['electrochemical reduction of CO2', 'screening ... for CO2 reduction', '131 candidate surfaces ... for CO reduction', 'catalysts for CO reduction']",ok
doc_1122,,10.1038/s41929-018-0168-4,CORR,CORR,0.95,"The abstract and conclusion describe experiments and selectivity shifts specifically for carbon monoxide electroreduction (CO reduction) to C3 products (propanol). The work emphasizes nanoconfinement to retain C2 intermediates during CO electroreduction and reports propanol Faradaic efficiency and current density for CO reduction, indicating the paper’s main reaction is CORR.","['carbon monoxide electroreduction', 'CO electroreduction', 'CO reduction', 'propanol Faradaic efficiency', 'C2 intermediates', 'C3 products', 'electrocatalytic reduction of CO']",ok
doc_1123,,10.1038/s41929-018-0169-3,CORR,CORR,0.9,"The abstract and conclusion focus on the electrocatalytic reduction of CO and study of a prototypical CO reduction catalyst (fac-Mn(bpy)(CO)Br). The conclusion explicitly states ‘CO reduction electrocatalyst’ and discusses intermediates of CO-reduction mechanisms, so the central reaction is CO electroreduction (CORR).","['CO reduction', 'CO reduction electrocatalyst', 'fac-Mn(bpy)(CO)Br', '[Mn(bpy)(CO)]+', 'electrocatalytic reduction of CO', 'protonation-first mechanism']",ok
doc_1124,,10.1038/s41929-018-0182-6,CO2RR,CO2RR,0.92,"The abstract repeatedly and explicitly discusses the electrocatalytic reduction of carbon dioxide, operando characterization of heterogeneous electrocatalytic CO2 reduction, and even uses the term CO2 reduction reaction (CO2RR). This clearly identifies CO2 electroreduction as the paper's main reaction system.","['electrocatalytic reduction of carbon dioxide', 'electrocatalytic CO2 reduction', 'CO2 reduction reaction (CO2RR)', 'reduction of carbon dioxide to chemicals and fuels', 'heterogeneous electrocatalytic CO2 reduction']",ok
doc_1125,,10.1038/s41929-018-0196-0,unknown,unknown,0.2,"Only a DOI string was provided as the title and both abstract and conclusion are empty. There is no information to determine whether the paper focuses on CO2RR, CORR, another electrochemical reaction, or is non-reaction work.",[],ok
doc_1126,,10.1038/s41929-018-0199-x,other_reaction,other_reaction,0.83,"The paper describes heterogeneous catalytic hydrogenation (reverse water–gas shift) of CO2 to CO using H2 and Pd-decorated Si nanosheets, reporting 13CO production rates and operando/DFT studies. It focuses on thermal catalytic CO2 conversion rather than electrochemical CO2 or CO electroreduction (no electrochemical terms, potentials, currents, or cell/electrolysis language are present).","['CO2', 'reverse water–gas shift', 'H2', 'Pd@SiNS', '13CO production', 'catalytic reduction of carbon dioxide', 'Si hydrides', 'operando infrared / in situ DRIFTS']",ok
doc_1127,,10.1038/s41929-018-0200-8,unknown,unknown,0.12,"Title is just a DOI and the abstract contains only author affiliations and a note about amendments; no description of the reaction system or research content is provided. Conclusion is empty. Insufficient information to determine whether the paper focuses on CO2RR, CORR, another electrochemical reaction, or non-reaction content.","['title is DOI only', 'abstract lists affiliations only', ""note: 'There are amendments to this paper'"", 'no conclusion text provided']",ok
doc_1128,,10.1038/s41929-018-0201-7,unknown,unknown,0.12,"Only a DOI string was provided (no title, abstract, or conclusion text). There is insufficient information to determine whether the paper focuses on CO2RR, CORR, another electrochemical reaction, or non-reaction topics.","['DOI only', 'no title provided', 'no abstract provided', 'no conclusion provided']",ok
